,code,start_date,end_date
3959,sc2003,2018-03-26,2020-02-28
3960,sc2004,2019-04-01,2020-03-31
3961,sc2005,2019-05-06,2020-04-30
3962,sc2006,2018-03-26,2020-05-29
3963,sc2007,2019-07-01,2020-06-30
3964,sc2008,2019-08-01,2020-07-31
3965,sc2009,2018-03-26,2020-08-31
3966,sc2010,2019-09-24,2020-09-30
3967,sc2011,2019-11-01,2020-10-30
3968,sc2012,2018-03-26,2020-11-30
3969,sc2103,2018-03-26,2021-02-26
3970,sc2106,2018-06-01,2021-05-31
3971,sc2109,2018-09-03,2021-08-31
3972,sc2112,2018-12-03,2021-11-30
3973,sc2203,2019-03-01,2022-02-28
3974,sc2206,2019-06-03,2022-05-31
3975,sc2209,2019-09-02,2022-08-31
3976,sc8888,2018-03-26,2030-01-01
3977,sc9999,2018-03-26,2030-01-01
3978,sf411,2014-08-08,2014-11-14
3979,sf412,2014-08-08,2014-12-12
3980,sf501,2014-08-08,2015-01-16
3981,sf502,2014-08-08,2015-02-13
3982,sf503,2014-08-08,2015-03-13
3983,sf504,2014-08-08,2015-04-15
3984,sf505,2014-08-08,2015-05-15
3985,sf506,2014-08-08,2015-06-12
3986,sf507,2014-08-08,2015-07-14
3987,sf508,2014-08-15,2015-08-14
3988,sf509,2014-09-16,2015-09-16
3989,sf510,2014-10-22,2015-10-21
3990,sf511,2014-11-17,2015-11-13
3991,sf512,2014-12-15,2015-12-14
3992,sf601,2015-01-19,2016-01-15
3993,sf602,2015-02-16,2016-02-19
3994,sf603,2015-03-16,2016-03-14
3995,sf604,2015-04-16,2016-04-15
3996,sf605,2015-05-18,2016-05-16
3997,sf606,2015-06-15,2016-06-16
3998,sf607,2015-07-15,2016-07-14
3999,sf608,2015-08-17,2016-08-12
4000,sf609,2015-09-17,2016-09-14
4001,sf610,2015-10-22,2016-10-21
4002,sf611,2015-11-16,2016-11-14
4003,sf612,2015-12-15,2016-12-14
4004,sf701,2016-01-18,2017-01-16
4005,sf702,2016-02-22,2017-02-16
4006,sf703,2016-03-15,2017-03-14
4007,sf704,2016-04-18,2017-04-18
4008,sf705,2016-05-17,2017-05-15
4009,sf706,2016-06-17,2017-06-14
4010,sf707,2016-07-15,2017-07-14
4011,sf708,2016-08-15,2017-08-14
4012,sf709,2016-09-19,2017-09-14
4013,sf710,2016-10-24,2017-10-20
4014,sf711,2016-11-15,2017-11-14
4015,sf712,2016-12-15,2017-12-14
4016,sf801,2017-01-17,2018-01-15
4017,sf802,2017-02-17,2018-02-14
4018,sf803,2017-03-15,2018-03-14
4019,sf804,2017-04-19,2018-04-17
4020,sf805,2017-05-16,2018-05-15
4021,sf806,2017-06-15,2018-06-14
4022,sf807,2017-07-17,2018-07-13
4023,sf808,2017-08-15,2018-08-14
4024,sf809,2017-09-15,2018-09-14
4025,sf810,2017-10-23,2018-10-19
4026,sf811,2017-11-15,2018-11-14
4027,sf812,2017-12-15,2018-12-14
4028,sf901,2018-01-16,2019-01-15
4029,sf902,2018-02-22,2019-02-21
4030,sf903,2018-03-15,2019-03-14
4031,sf904,2018-04-18,2019-04-15
4032,sf905,2018-05-16,2019-05-17
4033,sf906,2018-06-15,2019-06-17
4034,sf907,2018-07-16,2019-07-12
4035,sf908,2018-08-15,2019-08-14
4036,sf909,2018-09-17,2019-09-16
4037,sf910,2018-10-22,2019-10-21
4038,sf911,2018-11-15,2019-11-14
4039,sf912,2018-12-17,2019-12-13
4040,sf001,2019-01-16,2020-01-15
4041,sf002,2019-02-22,2020-02-14
4042,sf003,2019-03-15,2020-03-13
4043,sf004,2019-04-16,2020-04-14
4044,sf005,2019-05-20,2020-05-15
4045,sf006,2019-06-18,2020-06-12
4046,sf007,2019-07-15,2020-07-14
4047,sf008,2019-08-15,2020-08-14
4048,sf009,2019-09-17,2020-09-14
4049,sf010,2019-10-22,2020-10-22
4050,sf011,2019-11-15,2020-11-13
4051,sf8888,2014-08-08,2030-01-01
4052,sf9999,2014-08-08,2030-01-01
4053,sm411,2014-08-08,2014-11-14
4054,sm412,2014-08-08,2014-12-12
4055,sm501,2014-08-08,2015-01-16
4056,sm502,2014-08-08,2015-02-13
4057,sm503,2014-08-08,2015-03-13
4058,sm504,2014-08-08,2015-04-15
4059,sm505,2014-08-08,2015-05-15
4060,sm506,2014-08-08,2015-06-12
4061,sm507,2014-08-08,2015-07-14
4062,sm508,2014-08-15,2015-08-14
4063,sm509,2014-09-16,2015-09-16
4064,sm510,2014-10-22,2015-10-21
4065,sm511,2014-11-17,2015-11-13
4066,sm512,2014-12-15,2015-12-14
4067,sm601,2015-01-19,2016-01-15
4068,sm602,2015-02-16,2016-02-19
4069,sm603,2015-03-16,2016-03-14
4070,sm604,2015-04-16,2016-04-15
4071,sm605,2015-05-18,2016-05-16
4072,sm606,2015-06-15,2016-06-16
4073,sm607,2015-07-15,2016-07-14
4074,sm608,2015-08-17,2016-08-12
4075,sm609,2015-09-17,2016-09-14
4076,sm610,2015-10-22,2016-10-21
4077,sm611,2015-11-16,2016-11-14
4078,sm612,2015-12-15,2016-12-14
4079,sm701,2016-01-18,2017-01-16
4080,sm702,2016-02-22,2017-02-16
4081,sm703,2016-03-15,2017-03-14
4082,sm704,2016-04-18,2017-04-18
4083,sm705,2016-05-17,2017-05-15
4084,sm706,2016-06-17,2017-06-14
4085,sm707,2016-07-15,2017-07-14
4086,sm708,2016-08-15,2017-08-14
4087,sm709,2016-09-19,2017-09-14
4088,sm710,2016-10-24,2017-10-20
4089,sm711,2016-11-15,2017-11-14
4090,sm712,2016-12-15,2017-12-14
4091,sm801,2017-01-17,2018-01-15
4092,sm802,2017-02-17,2018-02-14
4093,sm803,2017-03-15,2018-03-14
4094,sm804,2017-04-19,2018-04-17
4095,sm805,2017-05-16,2018-05-15
4096,sm806,2017-06-15,2018-06-14
4097,sm807,2017-07-17,2018-07-13
4098,sm808,2017-08-15,2018-08-14
4099,sm809,2017-09-15,2018-09-14
4100,sm810,2017-10-23,2018-10-19
4101,sm811,2017-11-15,2018-11-14
4102,sm812,2017-12-15,2018-12-14
4103,sm901,2018-01-16,2019-01-15
4104,sm902,2018-02-22,2019-02-21
4105,sm903,2018-03-15,2019-03-14
4106,sm904,2018-04-18,2019-04-15
4107,sm905,2018-05-16,2019-05-17
4108,sm906,2018-06-15,2019-06-17
4109,sm907,2018-07-16,2019-07-12
4110,sm908,2018-08-15,2019-08-14
4111,sm909,2018-09-17,2019-09-16
4112,sm910,2018-10-22,2019-10-21
4113,sm911,2018-11-15,2019-11-14
4114,sm912,2018-12-17,2019-12-13
4115,sm001,2019-01-16,2020-01-15
4116,sm002,2019-02-22,2020-02-14
4117,sm003,2019-03-15,2020-03-13
4118,sm004,2019-04-16,2020-04-14
4119,sm005,2019-05-20,2020-05-15
4120,sm006,2019-06-18,2020-06-12
4121,sm007,2019-07-15,2020-07-14
4122,sm008,2019-08-15,2020-08-14
4123,sm009,2019-09-17,2020-09-14
4124,sm010,2019-10-22,2020-10-22
4125,sm011,2019-11-15,2020-11-13
4126,sm8888,2014-08-08,2030-01-01
4127,sm9999,2014-08-08,2030-01-01
4128,sn1507,2015-03-27,2015-07-15
4129,sn1508,2015-03-27,2015-08-17
4130,sn1509,2015-03-27,2015-09-15
4131,sn1510,2015-03-27,2015-10-15
4132,sn1511,2015-03-27,2015-11-16
4133,sn1512,2015-03-27,2015-12-15
4134,sn1601,2015-03-27,2016-01-15
4135,sn1602,2015-03-27,2016-02-15
4136,sn1603,2015-03-27,2016-03-15
4137,sn1604,2015-04-16,2016-04-15
4138,sn1605,2015-05-18,2016-05-16
4139,sn1606,2015-06-16,2016-06-15
4140,sn1607,2015-07-16,2016-07-15
4141,sn1608,2015-08-18,2016-08-15
4142,sn1609,2015-09-16,2016-09-19
4143,sn1610,2015-10-16,2016-10-17
4144,sn1611,2015-11-17,2016-11-15
4145,sn1612,2015-12-16,2016-12-15
4146,sn1701,2016-01-18,2017-01-16
4147,sn1702,2016-02-16,2017-02-15
4148,sn1703,2016-03-16,2017-03-15
4149,sn1704,2016-04-18,2017-04-17
4150,sn1705,2016-05-17,2017-05-15
4151,sn1706,2016-06-16,2017-06-15
4152,sn1707,2016-07-18,2017-07-17
4153,sn1708,2016-08-16,2017-08-15
4154,sn1709,2016-09-20,2017-09-15
4155,sn1710,2016-10-18,2017-10-16
4156,sn1711,2016-11-16,2017-11-15
4157,sn1712,2016-12-16,2017-12-15
4158,sn1801,2017-01-17,2018-01-15
4159,sn1802,2017-02-16,2018-02-09
4160,sn1803,2017-03-16,2018-03-15
4161,sn1804,2017-04-18,2018-04-16
4162,sn1805,2017-05-16,2018-05-15
4163,sn1806,2017-06-16,2018-06-15
4164,sn1807,2017-07-18,2018-07-16
4165,sn1808,2017-08-16,2018-08-15
4166,sn1809,2017-09-18,2018-09-17
4167,sn1810,2017-10-17,2018-10-15
4168,sn1811,2017-11-16,2018-11-15
4169,sn1812,2017-12-18,2018-12-17
4170,sn1901,2018-01-16,2019-01-15
4171,sn1902,2018-02-12,2019-02-15
4172,sn1903,2018-03-16,2019-03-15
4173,sn1904,2018-04-17,2019-04-15
4174,sn1905,2018-05-16,2019-05-15
4175,sn1906,2018-06-19,2019-06-17
4176,sn1907,2018-07-17,2019-07-15
4177,sn1908,2018-08-16,2019-08-15
4178,sn1909,2018-09-18,2019-09-16
4179,sn1910,2018-10-16,2019-10-15
4180,sn1911,2018-11-16,2019-11-15
4181,sn1912,2018-12-18,2019-12-16
4182,sn2001,2019-01-16,2020-01-15
4183,sn2002,2019-02-18,2020-02-17
4184,sn2003,2019-03-18,2020-03-16
4185,sn2004,2019-04-16,2020-04-15
4186,sn2005,2019-05-16,2020-05-15
4187,sn2006,2019-06-18,2020-06-15
4188,sn2007,2019-07-16,2020-07-15
4189,sn2008,2019-08-16,2020-08-17
4190,sn2009,2019-09-17,2020-09-15
4191,sn2010,2019-10-16,2020-10-15
4192,sn2011,2019-11-18,2020-11-16
4193,sn8888,2015-03-27,2030-01-01
4194,sn9999,2015-03-27,2030-01-01
4195,sp1906,2018-11-27,2019-06-17
4196,sp1907,2018-11-27,2019-07-15
4197,sp1908,2018-11-27,2019-08-15
4198,sp1909,2018-11-27,2019-09-16
4199,sp1910,2018-11-27,2019-10-15
4200,sp1911,2018-11-27,2019-11-15
4201,sp1912,2018-12-18,2019-12-16
4202,sp2001,2019-01-16,2020-01-15
4203,sp2002,2019-02-18,2020-02-17
4204,sp2003,2019-03-18,2020-03-16
4205,sp2004,2019-04-16,2020-04-15
4206,sp2005,2019-05-16,2020-05-15
4207,sp2006,2019-06-18,2020-06-15
4208,sp2007,2019-07-16,2020-07-15
4209,sp2008,2019-08-16,2020-08-17
4210,sp2009,2019-09-17,2020-09-15
4211,sp2010,2019-10-16,2020-10-15
4212,sp2011,2019-11-18,2020-11-16
4213,sp8888,2018-11-27,2030-01-01
4214,sp9999,2018-11-27,2030-01-01
4215,sr605,2006-01-06,2006-05-19
4216,sr607,2006-01-06,2006-07-14
4217,sr609,2006-01-06,2006-09-14
4218,sr611,2006-01-06,2006-11-14
4219,sr701,2006-01-06,2007-01-17
4220,sr703,2006-01-06,2007-03-14
4221,sr705,2006-06-01,2007-05-21
4222,sr707,2006-07-17,2007-07-13
4223,sr709,2006-09-15,2007-09-14
4224,sr711,2006-11-15,2007-11-14
4225,sr801,2007-01-18,2008-01-15
4226,sr803,2007-03-15,2008-03-14
4227,sr805,2007-05-22,2008-05-16
4228,sr807,2007-07-16,2008-07-14
4229,sr809,2007-09-17,2008-09-12
4230,sr811,2007-11-15,2008-11-14
4231,sr901,2008-01-16,2009-01-16
4232,sr903,2008-03-17,2009-03-13
4233,sr905,2008-05-19,2009-05-15
4234,sr907,2008-05-19,2009-07-14
4235,sr909,2008-05-19,2009-09-14
4236,sr911,2008-05-19,2009-11-13
4237,sr001,2008-07-15,2010-01-15
4238,sr003,2008-09-16,2010-03-12
4239,sr005,2008-11-17,2010-05-17
4240,sr007,2009-01-19,2010-07-14
4241,sr009,2009-03-16,2010-09-14
4242,sr011,2009-05-18,2010-11-12
4243,sr101,2009-07-15,2011-01-17
4244,sr103,2009-09-15,2011-03-14
4245,sr105,2009-11-16,2011-05-16
4246,sr107,2010-01-18,2011-07-14
4247,sr109,2010-03-15,2011-09-15
4248,sr111,2010-05-18,2011-11-14
4249,sr201,2010-07-15,2012-01-17
4250,sr203,2010-09-15,2012-03-14
4251,sr205,2010-11-15,2012-05-15
4252,sr207,2011-01-18,2012-07-13
4253,sr209,2011-03-15,2012-09-14
4254,sr211,2011-05-17,2012-11-14
4255,sr301,2011-07-15,2013-01-17
4256,sr303,2011-09-16,2013-03-14
4257,sr305,2011-11-15,2013-05-15
4258,sr307,2012-01-18,2013-07-12
4259,sr309,2012-03-15,2013-09-13
4260,sr311,2012-05-16,2013-11-14
4261,sr401,2012-07-16,2014-01-15
4262,sr403,2012-09-17,2014-03-14
4263,sr405,2012-11-15,2014-05-16
4264,sr407,2013-01-18,2014-07-14
4265,sr409,2013-03-15,2014-09-15
4266,sr411,2013-05-16,2014-11-14
4267,sr501,2013-07-15,2015-01-16
4268,sr503,2013-09-16,2015-03-13
4269,sr505,2013-11-15,2015-05-15
4270,sr507,2014-01-16,2015-07-14
4271,sr509,2014-03-17,2015-09-16
4272,sr511,2014-05-19,2015-11-13
4273,sr601,2014-07-15,2016-01-15
4274,sr603,2014-09-16,2016-03-14
4275,sr605,2014-11-17,2016-05-16
4276,sr607,2015-01-19,2016-07-14
4277,sr609,2015-03-16,2016-09-14
4278,sr611,2015-05-18,2016-11-14
4279,sr701,2015-07-15,2017-01-16
4280,sr703,2015-09-17,2017-03-14
4281,sr705,2015-11-16,2017-05-15
4282,sr707,2016-01-18,2017-07-14
4283,sr709,2016-03-15,2017-09-14
4284,sr711,2016-05-17,2017-11-14
4285,sr801,2016-07-15,2018-01-15
4286,sr803,2016-09-19,2018-03-14
4287,sr805,2016-11-15,2018-05-15
4288,sr807,2017-01-17,2018-07-13
4289,sr809,2017-03-15,2018-09-14
4290,sr811,2017-05-16,2018-11-14
4291,sr901,2017-07-17,2019-01-15
4292,sr903,2017-09-15,2019-03-14
4293,sr905,2017-11-15,2019-05-17
4294,sr907,2018-01-16,2019-07-12
4295,sr909,2018-03-15,2019-09-16
4296,sr911,2018-11-15,2019-11-14
4297,sr001,2019-01-16,2020-01-15
4298,sr003,2019-03-15,2020-03-13
4299,sr005,2019-05-20,2020-05-15
4300,sr007,2019-07-15,2020-07-14
4301,sr009,2019-09-17,2020-09-14
4302,sr011,2019-11-15,2020-11-13
4303,sr8888,2006-01-06,2030-01-01
4304,sr9999,2006-01-06,2030-01-01
4305,ss2002,2019-09-25,2020-02-17
4306,ss2003,2019-09-25,2020-03-16
4307,ss2004,2019-09-25,2020-04-15
4308,ss2005,2019-09-25,2020-05-15
4309,ss2006,2019-09-25,2020-06-15
4310,ss2007,2019-09-25,2020-07-15
4311,ss2008,2019-09-25,2020-08-17
4312,ss2009,2019-09-25,2020-09-15
4313,ss2010,2019-10-16,2020-10-15
4314,ss2011,2019-11-18,2020-11-16
4315,ss8888,2019-09-25,2030-01-01
4316,ss9999,2019-09-25,2030-01-01
4317,t1509,2015-03-20,2015-09-11
4318,t1512,2015-03-20,2015-12-11
4319,t1603,2015-03-20,2016-03-11
4320,t1606,2015-09-14,2016-06-13
4321,t1609,2015-12-14,2016-09-09
4322,t1612,2016-03-14,2016-12-09
4323,t1703,2016-06-14,2017-03-10
4324,t1706,2016-09-12,2017-06-09
4325,t1709,2016-12-12,2017-09-08
4326,t1712,2017-03-13,2017-12-08
4327,t1803,2017-06-12,2018-03-09
4328,t1806,2017-09-11,2018-06-08
4329,t1809,2017-12-11,2018-09-14
4330,t1812,2018-03-12,2018-12-14
4331,t1903,2018-06-11,2019-03-08
4332,t1906,2018-09-17,2019-06-14
4333,t1909,2018-12-17,2019-09-16
4334,t1912,2019-03-11,2019-12-13
4335,t2003,2019-06-17,2020-03-13
4336,t2006,2019-09-17,2020-06-12
4337,t8888,2015-03-20,2030-01-01
4338,t9999,2015-03-20,2030-01-01
4339,ta702,2006-12-18,2007-02-14
4340,ta703,2006-12-18,2007-03-14
4341,ta704,2006-12-18,2007-04-13
4342,ta705,2006-12-18,2007-05-21
4343,ta706,2006-12-18,2007-06-14
4344,ta707,2006-12-18,2007-07-13
4345,ta708,2007-02-15,2007-08-14
4346,ta709,2007-02-15,2007-09-14
4347,ta710,2007-02-15,2007-10-19
4348,ta711,2007-03-15,2007-11-14
4349,ta712,2007-03-15,2007-12-14
4350,ta801,2007-03-15,2008-01-15
4351,ta802,2007-04-16,2008-02-21
4352,ta803,2007-04-16,2008-03-14
4353,ta804,2007-04-16,2008-04-15
4354,ta805,2007-05-22,2008-05-16
4355,ta806,2007-06-15,2008-06-16
4356,ta807,2007-07-16,2008-07-14
4357,ta808,2007-08-15,2008-08-14
4358,ta809,2007-09-17,2008-09-12
4359,ta810,2007-10-22,2008-10-17
4360,ta811,2007-11-15,2008-11-14
4361,ta812,2007-12-17,2008-12-12
4362,ta901,2008-01-16,2009-01-16
4363,ta902,2008-02-22,2009-02-13
4364,ta903,2008-03-17,2009-03-13
4365,ta904,2008-04-16,2009-04-15
4366,ta905,2008-05-19,2009-05-15
4367,ta906,2008-06-17,2009-06-12
4368,ta907,2008-07-15,2009-07-14
4369,ta908,2008-08-15,2009-08-14
4370,ta909,2008-09-16,2009-09-14
4371,ta910,2008-10-20,2009-10-22
4372,ta911,2008-11-17,2009-11-13
4373,ta912,2008-12-15,2009-12-14
4374,ta001,2009-01-19,2010-01-15
4375,ta002,2009-02-16,2010-02-12
4376,ta003,2009-03-16,2010-03-12
4377,ta004,2009-04-16,2010-04-15
4378,ta005,2009-05-18,2010-05-17
4379,ta006,2009-06-15,2010-06-17
4380,ta007,2009-07-15,2010-07-14
4381,ta008,2009-08-17,2010-08-13
4382,ta009,2009-09-15,2010-09-14
4383,ta010,2009-10-23,2010-10-21
4384,ta011,2009-11-16,2010-11-12
4385,ta012,2009-12-15,2010-12-14
4386,ta101,2010-01-18,2011-01-17
4387,ta102,2010-02-22,2011-02-21
4388,ta103,2010-03-15,2011-03-14
4389,ta104,2010-04-16,2011-04-18
4390,ta105,2010-05-18,2011-05-16
4391,ta106,2010-06-18,2011-06-15
4392,ta107,2010-07-15,2011-07-14
4393,ta108,2010-08-16,2011-08-12
4394,ta109,2010-09-15,2011-09-15
4395,ta110,2010-10-22,2011-10-21
4396,ta111,2010-11-15,2011-11-14
4397,ta112,2010-12-15,2011-12-14
4398,ta201,2011-01-18,2012-01-17
4399,ta202,2011-02-22,2012-02-14
4400,ta203,2011-03-15,2012-03-14
4401,ta204,2011-04-19,2012-04-18
4402,ta205,2011-05-17,2012-05-15
4403,ta206,2011-06-16,2012-06-14
4404,ta207,2011-07-15,2012-07-13
4405,ta208,2011-08-15,2012-08-14
4406,ta209,2011-09-16,2012-09-14
4407,ta210,2011-10-24,2012-10-19
4408,ta211,2011-11-15,2012-11-14
4409,ta212,2011-12-15,2012-12-14
4410,ta301,2012-01-18,2013-01-17
4411,ta302,2012-02-15,2013-02-21
4412,ta303,2012-03-15,2013-03-14
4413,ta304,2012-04-19,2013-04-16
4414,ta305,2012-05-16,2013-05-15
4415,ta306,2012-06-15,2013-06-19
4416,ta307,2012-07-16,2013-07-12
4417,ta308,2012-08-15,2013-08-14
4418,ta309,2012-09-17,2013-09-13
4419,ta310,2012-10-22,2013-10-21
4420,ta311,2012-11-15,2013-11-14
4421,ta312,2012-12-17,2013-12-13
4422,ta401,2013-01-18,2014-01-15
4423,ta402,2013-02-22,2014-02-20
4424,ta403,2013-03-15,2014-03-14
4425,ta404,2013-04-17,2014-04-15
4426,ta405,2013-05-16,2014-05-16
4427,ta406,2013-06-20,2014-06-16
4428,ta407,2013-07-15,2014-07-14
4429,ta408,2013-08-15,2014-08-14
4430,ta409,2013-09-16,2014-09-15
4431,ta410,2013-10-22,2014-10-21
4432,ta411,2013-11-15,2014-11-14
4433,ta412,2013-12-16,2014-12-12
4434,ta501,2014-01-16,2015-01-16
4435,ta502,2014-02-21,2015-02-13
4436,ta503,2014-03-17,2015-03-13
4437,ta504,2014-04-16,2015-04-15
4438,ta505,2014-05-19,2015-05-15
4439,ta506,2014-06-17,2015-06-12
4440,ta507,2014-07-15,2015-07-14
4441,ta508,2014-08-15,2015-08-14
4442,ta509,2014-09-16,2015-09-16
4443,ta510,2014-10-22,2015-10-21
4444,ta511,2014-11-17,2015-11-13
4445,ta512,2014-12-15,2015-12-14
4446,ta601,2015-01-19,2016-01-15
4447,ta602,2015-02-16,2016-02-19
4448,ta603,2015-03-16,2016-03-14
4449,ta604,2015-04-16,2016-04-15
4450,ta605,2015-05-18,2016-05-16
4451,ta606,2015-06-15,2016-06-16
4452,ta607,2015-07-15,2016-07-14
4453,ta608,2015-08-17,2016-08-12
4454,ta609,2015-09-17,2016-09-14
4455,ta610,2015-10-22,2016-10-21
4456,ta611,2015-11-16,2016-11-14
4457,ta612,2015-12-15,2016-12-14
4458,ta701,2016-01-18,2017-01-16
4459,ta702,2016-02-22,2017-02-16
4460,ta703,2016-03-15,2017-03-14
4461,ta704,2016-04-18,2017-04-18
4462,ta705,2016-05-17,2017-05-15
4463,ta706,2016-06-17,2017-06-14
4464,ta707,2016-07-15,2017-07-14
4465,ta708,2016-08-15,2017-08-14
4466,ta709,2016-09-19,2017-09-14
4467,ta710,2016-10-24,2017-10-20
4468,ta711,2016-11-15,2017-11-14
4469,ta712,2016-12-15,2017-12-14
4470,ta801,2017-01-17,2018-01-15
4471,ta802,2017-02-17,2018-02-14
4472,ta803,2017-03-15,2018-03-14
4473,ta804,2017-04-19,2018-04-17
4474,ta805,2017-05-16,2018-05-15
4475,ta806,2017-06-15,2018-06-14
4476,ta807,2017-07-17,2018-07-13
4477,ta808,2017-08-15,2018-08-14
4478,ta809,2017-09-15,2018-09-14
4479,ta810,2017-10-23,2018-10-19
4480,ta811,2017-11-15,2018-11-14
4481,ta812,2017-12-15,2018-12-14
4482,ta901,2018-01-16,2019-01-15
4483,ta902,2018-02-22,2019-02-21
4484,ta903,2018-03-15,2019-03-14
4485,ta904,2018-04-18,2019-04-15
4486,ta905,2018-05-16,2019-05-17
4487,ta906,2018-06-15,2019-06-17
4488,ta907,2018-07-16,2019-07-12
4489,ta908,2018-08-15,2019-08-14
4490,ta909,2018-09-17,2019-09-16
4491,ta910,2018-10-22,2019-10-21
4492,ta911,2018-11-15,2019-11-14
4493,ta912,2018-12-17,2019-12-13
4494,ta001,2019-01-16,2020-01-15
4495,ta002,2019-02-22,2020-02-14
4496,ta003,2019-03-15,2020-03-13
4497,ta004,2019-04-16,2020-04-14
4498,ta005,2019-05-20,2020-05-15
4499,ta006,2019-06-18,2020-06-12
4500,ta007,2019-07-15,2020-07-14
4501,ta008,2019-08-15,2020-08-14
4502,ta009,2019-09-17,2020-09-14
4503,ta010,2019-10-22,2020-10-22
4504,ta011,2019-11-15,2020-11-13
4505,ta8888,2006-12-18,2030-01-01
4506,ta9999,2006-12-18,2030-01-01
4507,tc312,2013-09-26,2013-12-06
4508,tc401,2013-09-26,2014-01-08
4509,tc402,2013-09-26,2014-02-13
4510,tc403,2013-09-26,2014-03-07
4511,tc404,2013-09-26,2014-04-08
4512,tc405,2013-09-26,2014-05-09
4513,tc406,2013-09-26,2014-06-09
4514,tc407,2013-09-26,2014-07-07
4515,tc408,2013-09-26,2014-08-07
4516,tc409,2013-09-26,2014-09-05
4517,tc410,2013-10-15,2014-10-14
4518,tc411,2013-11-08,2014-11-07
4519,tc412,2013-12-09,2014-12-05
4520,tc501,2014-01-09,2015-01-09
4521,tc502,2014-02-14,2015-02-06
4522,tc503,2014-03-10,2015-03-06
4523,tc504,2014-04-09,2015-04-08
4524,tc505,2014-05-12,2015-05-08
4525,tc506,2014-06-10,2015-06-05
4526,tc507,2014-07-08,2015-07-07
4527,tc508,2014-08-08,2015-08-07
4528,tc509,2014-09-09,2015-09-09
4529,tc510,2014-10-15,2015-10-14
4530,tc511,2014-11-10,2015-11-06
4531,tc512,2014-12-08,2015-12-07
4532,tc601,2015-01-12,2016-01-08
4533,tc602,2015-02-09,2016-02-05
4534,tc603,2015-03-09,2016-03-07
4535,tc604,2015-04-09,2016-04-08
4536,tc8888,2013-09-26,2016-04-08
4537,tc9999,2013-09-26,2016-04-08
4538,tf1312,2013-09-06,2013-12-13
4539,tf1403,2013-09-06,2014-03-14
4540,tf1406,2013-09-06,2014-06-13
4541,tf1409,2013-12-16,2014-09-12
4542,tf1412,2014-03-17,2014-12-12
4543,tf1503,2014-06-16,2015-03-13
4544,tf1506,2014-09-15,2015-06-12
4545,tf1509,2014-12-15,2015-09-11
4546,tf1512,2015-03-16,2015-12-11
4547,tf1603,2015-06-15,2016-03-11
4548,tf1606,2015-09-14,2016-06-13
4549,tf1609,2015-12-14,2016-09-09
4550,tf1612,2016-03-14,2016-12-09
4551,tf1703,2016-06-14,2017-03-10
4552,tf1706,2016-09-12,2017-06-09
4553,tf1709,2016-12-12,2017-09-08
4554,tf1712,2017-03-13,2017-12-08
4555,tf1803,2017-06-12,2018-03-09
4556,tf1806,2017-09-11,2018-06-08
4557,tf1809,2017-12-11,2018-09-14
4558,tf1812,2018-03-12,2018-12-14
4559,tf1903,2018-06-11,2019-03-08
4560,tf1906,2018-09-17,2019-06-14
4561,tf1909,2018-12-17,2019-09-16
4562,tf1912,2019-03-11,2019-12-13
4563,tf2003,2019-06-17,2020-03-13
4564,tf2006,2019-09-17,2020-06-12
4565,tf8888,2013-09-06,2030-01-01
4566,tf9999,2013-09-06,2030-01-01
4567,ts1812,2018-08-17,2018-12-14
4568,ts1903,2018-08-17,2019-03-08
4569,ts1906,2018-08-17,2019-06-14
4570,ts1909,2018-12-17,2019-09-16
4571,ts1912,2019-03-11,2019-12-13
4572,ts2003,2019-06-17,2020-03-13
4573,ts2006,2019-09-17,2020-06-12
4574,ts8888,2018-08-17,2030-01-01
4575,ts9999,2018-08-17,2030-01-01
4576,ur001,2019-08-09,2020-01-15
4577,ur002,2019-08-09,2020-02-14
4578,ur003,2019-08-09,2020-03-13
4579,ur004,2019-08-09,2020-04-15
4580,ur005,2019-08-09,2020-05-15
4581,ur006,2019-08-09,2020-06-12
4582,ur007,2019-08-09,2020-07-14
4583,ur008,2019-08-15,2020-08-14
4584,ur009,2019-09-17,2020-09-14
4585,ur010,2019-10-22,2020-10-22
4586,ur011,2019-11-15,2020-11-13
4587,ur8888,2019-08-09,2030-01-01
4588,ur9999,2019-08-09,2030-01-01
4589,v0909,2009-05-25,2009-09-14
4590,v0910,2009-05-25,2009-10-22
4591,v0911,2009-05-25,2009-11-13
4592,v0912,2009-05-25,2009-12-14
4593,v1001,2009-05-25,2010-01-15
4594,v1002,2009-05-25,2010-02-12
4595,v1003,2009-05-25,2010-03-12
4596,v1004,2009-05-25,2010-04-15
4597,v1005,2009-05-25,2010-05-17
4598,v1006,2009-06-15,2010-06-17
4599,v1007,2009-07-15,2010-07-14
4600,v1008,2009-08-17,2010-08-13
4601,v1009,2009-09-15,2010-09-14
4602,v1010,2009-10-23,2010-10-21
4603,v1011,2009-11-16,2010-11-12
4604,v1012,2009-12-15,2010-12-14
4605,v1101,2010-01-18,2011-01-17
4606,v1102,2010-02-22,2011-02-21
4607,v1103,2010-03-15,2011-03-14
4608,v1104,2010-04-16,2011-04-18
4609,v1105,2010-05-18,2011-05-16
4610,v1106,2010-06-18,2011-06-15
4611,v1107,2010-07-15,2011-07-14
4612,v1108,2010-08-16,2011-08-12
4613,v1109,2010-09-15,2011-09-15
4614,v1110,2010-10-22,2011-10-21
4615,v1111,2010-11-15,2011-11-14
4616,v1112,2010-12-15,2011-12-14
